id,index,c_rmsd,i_rmsd,l_rmsd,fnat,DockQ,ranking_energy,ranking_num_clashes
2J0T,11,7.482217311859131,7.637524604797363,26.168899536132812,0.0,0.04419156198365287,-16.96944236755371,3
2J0T,12,15.90130615234375,11.901374816894531,31.134096145629883,0.071429,0.05214376362552661,-22.58198356628418,0
2J0T,13,13.950915336608887,10.050325393676758,29.185880661010742,0.0,0.033325648952682044,-17.097679138183594,4
2J0T,14,5.814874172210693,5.979336261749268,19.01548194885254,0.0,0.07524776515530728,-17.452356338500977,5
5GRJ,0,21.403074264526367,13.67503833770752,50.70307540893555,0.0,0.013074813434343755,-18.464004516601562,2
5GRJ,1,10.555475234985352,6.690077304840088,30.528789520263672,0.066667,0.06215860367735113,-15.012200355529785,1
5GRJ,2,13.844879150390625,8.947866439819336,35.373653411865234,0.0,0.027307493631071836,-17.29537582397461,2
5GRJ,3,20.753389358520508,12.053970336914062,58.506038665771484,0.0,0.011973473825807573,-14.76905345916748,2
5GRJ,4,14.785733222961426,10.359597206115723,37.27346420288086,0.0,0.023322675516515578,-13.72531795501709,4
5GRJ,5,22.22129249572754,14.378519058227539,47.90271759033203,0.0,0.013763623039525748,-16.298236846923828,1
5GRJ,6,13.748503684997559,8.456762313842773,37.981075286865234,0.466667,0.18162139988081938,-14.905996322631836,9
5GRJ,7,18.116313934326172,15.407066345214844,76.3387222290039,0.0,0.007211879604815119,-16.148134231567383,5
5GRJ,8,17.699539184570312,11.978293418884277,60.27897262573242,0.0,0.011645334702725186,-14.668532371520996,11
5GRJ,9,14.94548225402832,9.442445755004883,42.557151794433594,0.6,0.2209922328026818,-18.293804168701172,6
5GRJ,10,9.822624206542969,6.865140914916992,23.735090255737305,0.6,0.2530787243317458,-18.473405838012695,6
5GRJ,11,11.74343204498291,6.254628658294678,37.28948211669922,0.533333,0.21237093973372864,-14.96428108215332,2
5GRJ,12,18.324811935424805,12.084990501403809,46.29298400878906,0.0,0.015928830280861134,-18.79981803894043,4
5GRJ,13,22.851482391357422,12.095669746398926,67.1143569946289,0.0,0.010310918746557984,-15.11292552947998,72
5GRJ,14,12.664119720458984,9.433042526245117,27.080081939697266,0.0,0.03811638692301773,-17.296110153198242,16
3BIW,0,28.179656982421875,17.461505889892578,79.67243194580078,0.0,0.006193099725226994,-16.20511817932129,0
3BIW,1,28.858346939086914,18.171920776367188,76.40806579589844,0.0,0.00633056042261882,-14.000658988952637,15
3BIW,2,29.7530517578125,18.40498924255371,78.01231384277344,0.0,0.0061102477221787405,-13.298223495483398,13
3BIW,3,25.6950740814209,16.880720138549805,75.20989227294922,0.0,0.006815263030305218,-14.267586708068848,3
3BIW,4,25.816574096679688,16.696998596191406,74.49683380126953,0.0,0.0069524061585018474,-13.59814453125,12
3BIW,5,28.993139266967773,18.255329132080078,78.25921630859375,0.0,0.006121865285378156,-12.961942672729492,8
3BIW,6,28.309114456176758,18.989198684692383,76.36417388916016,0.0,0.006146365743656127,-13.30925178527832,8
3BIW,7,27.864601135253906,18.65484619140625,76.5605239868164,0.0,0.006200001811886915,-15.247775077819824,3
3BIW,8,26.435440063476562,16.06498908996582,75.366943359375,0.0,0.00706755519593909,-14.786437034606934,24
3BIW,9,22.890209197998047,15.62071418762207,67.5970458984375,0.0,0.008234174800175771,-13.796591758728027,18
3BIW,10,23.823131561279297,11.504335403442383,55.25807189941406,0.0,0.01327700607145032,-11.018232345581055,109
3BIW,11,28.152156829833984,17.241106033325195,76.1206283569336,0.0,0.00660928589632918,-15.237753868103027,5
3BIW,12,29.569351196289062,18.392120361328125,77.07060241699219,0.0,0.0062083052215912956,-12.391417503356934,7
3BIW,13,30.6509952545166,18.538944244384766,78.76268005371094,0.0,0.00600547682743563,-12.191934585571289,7
3BIW,14,25.93682289123535,19.273181915283203,73.17604064941406,0.0,0.006444629759190159,-16.237834930419922,9
3F1P,0,11.641993522644043,13.620814323425293,21.342037200927734,0.0,0.04962959776275783,-17.037559509277344,2
3F1P,1,19.313961029052734,20.707965850830078,52.57235336303711,0.0,0.01023155833862855,-18.634077072143555,0
3F1P,2,16.2004337310791,16.765684127807617,53.61288070678711,0.0,0.010820300555586318,-21.450599670410156,0
3F1P,3,11.516894340515137,11.032116889953613,39.1832275390625,0.0,0.021031609745249424,-16.16911506652832,4
3F1P,4,18.54077911376953,19.24469757080078,53.802459716796875,0.0,0.010130026661772292,-16.817224502563477,0
3F1P,5,13.805445671081543,11.41651439666748,21.421491622924805,0.0,0.05100022141277327,-19.58766746520996,4
3F1P,6,17.348230361938477,17.24012565612793,52.1064453125,0.0,0.011144691005998872,-16.643131256103516,0
3F1P,7,16.789854049682617,18.034883499145508,50.18130111694336,0.0,0.011587129082226593,-15.480921745300293,0
3F1P,8,18.350923538208008,19.563989639282227,46.67951583862305,0.0,0.012645922366944872,-16.433414459228516,0
3F1P,9,14.212129592895508,14.380257606506348,39.988853454589844,0.0,0.01799723588861594,-13.73785400390625,1
3F1P,10,15.268868446350098,14.389690399169922,37.67903518676758,0.0,0.019725227758382678,-18.600324630737305,0
3F1P,11,12.734803199768066,11.180167198181152,22.776350021362305,0.0,0.04664339379626869,-14.801637649536133,3
3F1P,12,18.43536376953125,18.557106018066406,48.87594223022461,0.0,0.011949343131100668,-16.488876342773438,0
3F1P,13,13.078764915466309,10.830812454223633,19.06585121154785,0.0,0.061541030993697864,-17.148313522338867,1
3F1P,14,16.783172607421875,18.188207626342773,52.15061950683594,0.0,0.01087787045954018,-19.529552459716797,0
3G6D,0,8.75026798248291,10.544976234436035,20.738283157348633,0.0,0.05455464017368114,-17.686838150024414,1
3G6D,1,9.889654159545898,12.64019775390625,24.297122955322266,0.0,0.04097563161289582,-17.674335479736328,21
3G6D,2,7.90852165222168,10.197931289672852,18.42061424255371,0.0,0.06557487239883593,-17.018138885498047,1
3G6D,3,14.568826675415039,14.696783065795898,35.56466293334961,0.0,0.02144817920877547,-13.767254829406738,63
3G6D,4,8.109323501586914,10.234456062316895,18.975112915039062,0.0,0.06271886960526464,-17.00385284423828,5
3G6D,5,8.705591201782227,10.099075317382812,20.272335052490234,0.0,0.05703436694562908,-18.163925170898438,0
3G6D,6,16.299089431762695,18.247703552246094,44.418174743652344,0.0,0.014012678577987978,-15.66447639465332,8
3G6D,7,9.5220365524292,14.648963928222656,22.51028060913086,0.0,0.04505611813932988,-19.041749954223633,2
3G6D,8,9.441306114196777,14.135309219360352,22.20355796813965,0.0,0.046318492568362075,-18.199951171875,1
3G6D,9,8.949114799499512,13.159698486328125,20.872026443481445,0.0,0.05169353174438802,-19.66297721862793,2
3G6D,10,12.104363441467285,10.178088188171387,29.72490692138672,0.0,0.032282447843322994,-15.153562545776367,69
3G6D,11,10.204710006713867,15.398809432983398,23.991138458251953,0.0,0.040308874498185716,-19.21190071105957,6
3G6D,12,17.073776245117188,18.91227149963379,46.82762145996094,0.0,0.012716234032635434,-15.857955932617188,8
3G6D,13,8.666114807128906,13.646210670471191,20.41828155517578,0.0,0.0532138743017857,-16.882402420043945,3
3G6D,14,9.795157432556152,11.287215232849121,22.894580841064453,0.0,0.04616512531105233,-18.954360961914062,3
5X0T,0,8.16110897064209,11.114354133605957,21.47421646118164,0.0,0.051114131527008166,-17.469804763793945,1
5X0T,1,7.738322734832764,10.333368301391602,19.845380783081055,0.0,0.05855002425241601,-19.436498641967773,0
5X0T,2,11.463459968566895,12.577587127685547,32.76064682006836,0.0,0.02569859352180855,-17.9055233001709,5
5X0T,3,6.192100524902344,8.138909339904785,17.194772720336914,0.0,0.07641002131812587,-16.888662338256836,0
5X0T,4,6.910257339477539,9.808521270751953,22.476238250732422,0.0,0.0493252360075614,-15.554317474365234,0
5X0T,5,8.303370475769043,11.580191612243652,21.823150634765625,0.0,0.04940815083392237,-18.951974868774414,0
5X0T,6,8.072625160217285,10.130742073059082,21.026336669921875,0.4,0.18730645991121633,-18.44231414794922,0
5X0T,7,7.050093173980713,10.163994789123535,18.999509811401367,0.0,0.0626951830700916,-15.455330848693848,2
5X0T,8,4.887537479400635,6.321017265319824,13.220111846923828,0.0,0.11526524095053588,-21.376007080078125,0
5X0T,9,6.814022541046143,9.425748825073242,17.69693374633789,0.0,0.07071727412383912,-15.080159187316895,0
5X0T,10,5.343157768249512,7.262209415435791,14.820573806762695,0.0,0.0961445129786493,-18.569202423095703,1
5X0T,11,11.454719543457031,14.992204666137695,37.42529296875,0.0,0.01965466357678118,-14.520331382751465,0
5X0T,12,7.759420871734619,10.62195110321045,21.803239822387695,0.0,0.05049472031876622,-16.89985466003418,0
5X0T,13,12.896333694458008,10.28926944732666,37.98072814941406,0.0,0.022835635369076332,-13.540332794189453,4
5X0T,14,5.2993059158325195,6.646831512451172,14.089860916137695,0.0,0.10509572354842395,-20.425369262695312,0
5WUX,0,25.544132232666016,20.379894256591797,47.51016616821289,0.0,0.012134584126902903,-18.13935661315918,11
5WUX,1,24.351762771606445,22.922727584838867,55.824710845947266,0.0,0.008974092744834388,-17.6080379486084,4
5WUX,2,20.555116653442383,17.106815338134766,42.761192321777344,0.0,0.015213600898469236,-19.63245391845703,10
5WUX,3,29.039457321166992,23.642824172973633,63.98298263549805,0.0,0.007117167997863621,-16.245311737060547,17
5WUX,4,21.664430618286133,18.217805862426758,45.958892822265625,0.0,0.013269374140163782,-18.76175880432129,17
5WUX,5,29.4729061126709,24.296152114868164,65.2290267944336,0.0,0.006831438851311732,-16.33379554748535,9
5WUX,6,25.46760368347168,19.717758178710938,51.08635330200195,0.0,0.010897360344324198,-15.49491024017334,18
5WUX,7,21.15637969970703,17.053112030029297,32.585208892822266,0.0,0.0237958637782778,-18.092947006225586,7
5WUX,8,28.931989669799805,23.68301010131836,64.98407745361328,0.0,0.0069388898186050095,-14.322370529174805,26
5WUX,9,22.695724487304688,19.88077163696289,32.706207275390625,0.0,0.022976546361230126,-16.461034774780273,16
5WUX,10,17.067384719848633,13.963030815124512,29.5821590423584,0.2,0.09589127880727116,-20.190107345581055,3
5WUX,11,21.318891525268555,20.226469039916992,48.97690963745117,0.0,0.011569660393846756,-14.70607852935791,18
5WUX,12,25.902313232421875,17.688941955566406,70.79117584228516,0.0,0.007117247777759448,-15.439896583557129,24
5WUX,13,27.60464096069336,26.54897117614746,78.00935363769531,0.0,0.004971760004715899,-19.0833740234375,3
5WUX,14,27.772876739501953,30.67020606994629,70.90638732910156,0.0,0.005517662577256406,-16.3043212890625,21
3RVW,0,14.5848970413208,14.70114803314209,30.19670295715332,0.0,0.027907150947661302,-18.830852508544922,4
3RVW,1,24.19875144958496,9.968746185302734,47.81272888183594,0.0,0.017592136382849035,-14.234088897705078,80
3RVW,2,23.934377670288086,14.613988876342773,56.86509704589844,0.0,0.010760118399205891,-12.208669662475586,6
3RVW,3,15.369559288024902,14.919025421142578,34.1681022644043,0.0,0.022762492195562364,-15.769120216369629,2
3RVW,4,9.959982872009277,9.546807289123535,24.72470474243164,0.0,0.04326286974859741,-15.784931182861328,7
3RVW,5,17.35215187072754,13.469881057739258,42.06340408325195,0.0,0.017160555838358505,-18.211015701293945,5
3RVW,6,12.439895629882812,12.04794692993164,25.615079879760742,0.0,0.03815222879317202,-24.147289276123047,0
3RVW,7,8.866747856140137,8.467771530151367,20.65215301513672,0.0,0.0584278342976447,-15.673398971557617,13
3RVW,8,18.14695930480957,16.937026977539062,44.96662139892578,0.0,0.014093900051146288,-13.37719440460205,13
3RVW,9,15.146102905273438,13.899833679199219,33.96512985229492,0.0,0.023482943335037438,-15.483213424682617,5
3RVW,10,35.31939697265625,28.59152603149414,91.6016845703125,0.0,0.003760621286615503,-12.42695140838623,38
3RVW,11,15.362626075744629,14.55309009552002,32.700439453125,0.0,0.024600678214447114,-16.41063690185547,5
3RVW,12,34.492740631103516,35.63685989379883,98.80812072753906,0.0,0.0030381774908464884,-16.471981048583984,11
3RVW,13,12.964201927185059,11.410717010498047,25.29296875,0.0,0.03948797712624725,-19.527069091796875,1
3RVW,14,17.344167709350586,16.64055824279785,37.345584869384766,0.0,0.019104013470889535,-23.00880241394043,0
1IB1,0,14.350972175598145,16.060466766357422,34.1407585144043,0.0,0.022338436640577473,-14.337906837463379,13
1IB1,1,9.567785263061523,10.08935832977295,20.61871337890625,0.153846,0.10691066785867502,-15.278563499450684,11
1IB1,2,9.503658294677734,10.68745231628418,22.215919494628906,0.0,0.04900465526783054,-15.467696189880371,9
1IB1,3,7.979750156402588,8.65432071685791,15.540228843688965,0.0,0.0864816096176798,-18.163034439086914,4
1IB1,4,13.564626693725586,14.71762752532959,34.045650482177734,0.0,0.022985249603748925,-18.129257202148438,7
1IB1,5,19.53211784362793,20.193294525146484,49.280582427978516,0.0,0.011459335168535688,-19.99222183227539,1
1IB1,6,15.04486083984375,15.887985229492188,36.76657485961914,0.0,0.01985697895281129,-18.019222259521484,17
1IB1,7,11.771166801452637,13.026673316955566,23.299039840698242,0.0,0.04351570679537444,-17.178447723388672,1
1IB1,8,12.961950302124023,14.801226615905762,28.361326217651367,0.0,0.030861769272751412,-16.482269287109375,3
1IB1,9,12.356283187866211,14.089509963989258,28.010725021362305,0.0,0.03184252599168907,-15.614459037780762,11
1IB1,10,11.07142448425293,13.743011474609375,23.053380966186523,0.0,0.04381655802872445,-16.056150436401367,5
1IB1,11,17.43239402770996,20.155841827392578,39.96295928955078,0.0,0.016263257271343288,-18.961410522460938,0
1IB1,12,12.074882507324219,13.648374557495117,26.58826446533203,0.0,0.03488651784471417,-17.152587890625,3
1IB1,13,19.456859588623047,19.425636291503906,42.1026611328125,0.076923,0.0406708535602271,-16.348155975341797,48
1IB1,14,15.82802677154541,19.249496459960938,38.894248962402344,0.0,0.017206250996666627,-16.677583694458008,3
3MXW,0,10.910138130187988,11.0294189453125,26.33045196533203,0.0,0.03751252641103652,-16.548242568969727,1
3MXW,1,12.661836624145508,12.64453411102295,33.386505126953125,0.0,0.02491660129165815,-16.264652252197266,12
3MXW,2,11.319746971130371,13.943102836608887,24.318437576293945,0.0,0.040103638349287006,-18.75457191467285,1
3MXW,3,11.66907787322998,11.704336166381836,27.878658294677734,0.0,0.03373735053678581,-17.54198455810547,3
3MXW,4,11.505485534667969,13.463257789611816,25.633020401000977,0.0,0.03710944056536159,-14.329569816589355,11
3MXW,5,12.185810089111328,14.365889549255371,26.882652282714844,0.0,0.033891185076761816,-16.095842361450195,7
3MXW,6,14.519102096557617,13.44848918914795,36.3873176574707,0.0,0.021343983851781042,-15.81069564819336,8
3MXW,7,12.679442405700684,13.22177791595459,27.70720863342285,0.0,0.03290842590376067,-17.9558162689209,0
3MXW,8,10.943285942077637,10.52472972869873,25.98175048828125,0.0,0.03886306758793369,-16.69635772705078,10
3MXW,9,10.456177711486816,12.816706657409668,24.959957122802734,0.0,0.03914386314490704,-18.94615364074707,7
3MXW,10,10.195402145385742,10.168745994567871,24.432823181152344,0.0,0.043086237092700826,-16.615541458129883,8
3MXW,11,11.361984252929688,14.008430480957031,26.90180206298828,0.0,0.034035681777799434,-18.519563674926758,6
3MXW,12,11.561875343322754,14.105246543884277,28.175642013549805,0.0,0.03153358970328916,-18.481319427490234,5
3MXW,13,17.39439582824707,16.547992706298828,41.95635223388672,0.0,0.015858268545675014,-16.112096786499023,1
3MXW,14,11.392346382141113,13.08858585357666,27.608856201171875,0.0,0.03318087849926814,-15.4578275680542,7
3U7Y,0,20.21910858154297,15.735880851745605,37.35309982299805,0.0,0.019412670048569575,-17.485746383666992,1
3U7Y,1,29.59063148498535,21.71157455444336,64.2120361328125,0.0,0.007323838284438417,-15.52623462677002,30
3U7Y,2,19.72865867614746,21.89877700805664,39.20846939086914,0.0,0.01651937814698167,-12.67351245880127,6
3U7Y,3,19.69657325744629,19.400793075561523,36.358341217041016,0.0,0.019254974179721725,-14.056227684020996,9
3U7Y,4,29.041109085083008,24.590463638305664,68.96372985839844,0.0,0.006223713873566694,-16.11823844909668,21
3U7Y,5,22.960542678833008,14.084159851074219,42.734092712402344,0.0,0.016424300579347115,-13.91246509552002,69
3U7Y,6,29.413555145263672,20.730152130126953,62.88673782348633,0.0,0.00771663186533113,-15.025242805480957,29
3U7Y,7,24.22562599182129,21.746978759765625,41.242820739746094,0.0,0.015160038712243926,-16.13936424255371,7
3U7Y,8,29.068931579589844,23.631099700927734,64.59967803955078,0.0,0.007010512966615075,-15.8970365524292,19
3U7Y,9,16.922706604003906,11.633951187133789,33.03794860839844,0.0,0.026145114202126025,-13.310824394226074,6
3U7Y,10,35.43754577636719,31.942462921142578,95.77655792236328,0.0,0.0033383447298646484,-14.213502883911133,19
3U7Y,11,29.277421951293945,28.497684478759766,72.14188385009766,0.0,0.005485048257142819,-12.381503105163574,19
3U7Y,12,19.310832977294922,15.676554679870605,35.84422302246094,0.0,0.02077085973536887,-15.792198181152344,0
3U7Y,13,30.2979679107666,23.416318893432617,63.61752700805664,0.0,0.007208478989034952,-16.677478790283203,25
3U7Y,14,29.746402740478516,26.24329948425293,70.4831771850586,0.0,0.005863762676405167,-16.141822814941406,7
1S78,0,20.529104232788086,17.796051025390625,61.75960922241211,0.0,0.008548134664852127,-17.124479293823242,5
1S78,1,20.387483596801758,15.598296165466309,43.865013122558594,0.0,0.015117727572797926,-14.777996063232422,21
1S78,2,11.811735153198242,12.046628952026367,47.15608596801758,0.0,0.015578688715131671,-15.60396671295166,12
1S78,3,18.821121215820312,16.826906204223633,51.15723419189453,0.0,0.0115831392042296,-14.87519645690918,32
1S78,4,20.12316131591797,15.685995101928711,56.26743698120117,0.0,0.010457622651066848,-13.289963722229004,38
1S78,5,19.836055755615234,18.463756561279297,64.58386993408203,0.0,0.007861146449934416,-16.022825241088867,12
1S78,6,19.470291137695312,16.318899154663086,56.852630615234375,0.0,0.010080812918984137,-14.554300308227539,18
1S78,7,19.12547492980957,23.118558883666992,45.472591400146484,0.0,0.012651242015270419,-15.08252239227295,17
1S78,8,16.3802547454834,11.828459739685059,57.736629486083984,0.0,0.012346990573281397,-14.838824272155762,14
1S78,9,21.238054275512695,17.678152084350586,60.2945442199707,0.0,0.008878237160065803,-15.903194427490234,11
1S78,10,17.29277801513672,17.154876708984375,51.973636627197266,0.0,0.011212516022970053,-14.687073707580566,22
1S78,11,20.47447967529297,16.650205612182617,52.495113372802734,0.0,0.011199630983291319,-16.055295944213867,14
1S78,12,14.83912467956543,14.834872245788574,46.21444320678711,0.0,0.01428064798571529,-16.00752067565918,14
1S78,13,18.03761100769043,14.1537504196167,60.578330993652344,0.0,0.010138245197486878,-13.39984130859375,12
1S78,14,18.562532424926758,14.745675086975098,49.55985641479492,0.0,0.012938997381366632,-14.07935619354248,28
1OYV,0,11.245497703552246,10.607385635375977,25.503440856933594,0.0,0.03986023925398969,-15.961309432983398,0
1OYV,1,15.041728973388672,13.857978820800781,30.14507484436035,0.0,0.02841052923428035,-15.624342918395996,0
1OYV,2,6.713624954223633,6.840901851654053,17.63254165649414,0.081081,0.10517324078810497,-17.9702205657959,0
1OYV,3,15.304728507995605,13.593121528625488,32.6147346496582,0.0,0.025210863111462107,-13.97916316986084,9
1OYV,4,13.81556510925293,15.076995849609375,30.44101333618164,0.0,0.027376763529638495,-14.601850509643555,1
1OYV,5,13.361035346984863,12.2150239944458,28.090227127075195,0.0,0.03291316257329613,-14.896042823791504,0
1OYV,6,7.151034355163574,7.416905403137207,17.852394104003906,0.027027,0.0837078614461252,-16.753116607666016,0
1OYV,7,6.778257846832275,7.499344825744629,16.387739181518555,0.0,0.08348806687749888,-16.259754180908203,0
1OYV,8,13.39273452758789,13.468215942382812,28.37629508972168,0.0,0.031530530643845096,-13.435835838317871,1
1OYV,9,13.774173736572266,13.393301010131836,27.437885284423828,0.0,0.033318083837879674,-13.225878715515137,5
1OYV,10,9.966012954711914,9.691946029663086,25.83061408996582,0.0,0.04036591300042038,-16.40531349182129,1
