id,index,c_rmsd,i_rmsd,l_rmsd,fnat,DockQ,baseline_energy,baseline_num_clashes
1BUH,8,10.94283676147461,11.824491500854492,29.37773323059082,0.0,0.031028420463672074,-54.101539611816406,0
1BUH,9,9.675203323364258,13.539168357849121,26.833232879638672,0.0,0.03443963406763551,-53.409400939941406,0
1BUH,10,10.849560737609863,15.375609397888184,28.900115966796875,0.0,0.029681636353432978,-40.06077575683594,0
1BUH,11,8.153634071350098,10.899876594543457,23.421720504760742,0.0,0.04498775532598767,-53.49469757080078,0
1BUH,12,9.854146957397461,13.164350509643555,27.37531280517578,0.0,0.0335829469342886,-47.798133850097656,0
1BUH,13,9.874588966369629,13.603653907775879,28.35431480407715,0.0,0.031489646015506724,-48.84807586669922,0
1BUH,14,9.83713150024414,14.352143287658691,26.74098014831543,0.0,0.034190330094434555,-42.94139862060547,0
2J0T,0,7.002156734466553,6.87453031539917,26.971942901611328,0.0,0.04526282518656008,-38.981353759765625,3
2J0T,1,14.373629570007324,10.401330947875977,23.420167922973633,0.214286,0.11701671412158156,-45.0601692199707,2
2J0T,2,6.640216827392578,6.826402187347412,21.74250030517578,0.0,0.05954390679987683,-40.72377014160156,2
2J0T,3,16.367298126220703,13.742523193359375,52.865257263183594,0.0,0.012324732910590394,-43.185909271240234,1
2J0T,4,76.26367950439453,80.16783905029297,181.24554443359375,0.0,0.0008481791446628514,0.0,0
2J0T,5,12.288867950439453,9.726284980773926,30.20322608947754,0.035714,0.044111429210081494,-40.26798629760742,3
2J0T,6,6.304487705230713,5.885636806488037,21.189441680908203,0.0,0.06653402359402151,-37.588111877441406,3
2J0T,7,10.592432022094727,8.702259063720703,33.007347106933594,0.0,0.030348424023856308,-34.42011260986328,8
2J0T,8,11.714668273925781,9.530091285705566,36.090267181396484,0.0,0.025576464616946282,-39.02482223510742,5
2J0T,9,15.796285629272461,14.051288604736328,54.65073013305664,0.0,0.011628911743302344,-40.82062530517578,2
2J0T,10,9.954144477844238,8.465754508972168,31.215301513671875,0.0,0.0331562706315646,-34.596370697021484,8
2J0T,11,9.954991340637207,9.017834663391113,37.0014533996582,0.0,0.02568315317245846,-36.76650619506836,2
2J0T,12,9.455689430236816,7.718099594116211,25.94158172607422,0.0,0.044449447056991664,-36.172157287597656,8
2J0T,13,9.994911193847656,7.784633636474609,26.30233383178711,0.142857,0.09107217346592396,-35.90608596801758,6
2J0T,14,6.662947654724121,6.257831573486328,23.186485290527344,0.0,0.057601104655409775,-37.702110290527344,5
5GRJ,0,15.50173282623291,9.906648635864258,42.86036682128906,0.4,0.15341802663960535,-24.98567008972168,7
5GRJ,1,12.393362998962402,11.133574485778809,50.811988830566406,0.0,0.015016625738736212,-23.332977294921875,17
5GRJ,2,20.120447158813477,14.38913345336914,44.13918685913086,0.0,0.015502808516715162,-26.206775665283203,7
5GRJ,3,24.3082275390625,10.448410987854004,61.8905029296875,0.0,0.012902296011099225,-15.78779411315918,41
5GRJ,4,16.856386184692383,10.486459732055664,46.666202545166016,0.0,0.01738732618629639,-28.778240203857422,2
5GRJ,5,10.4076509475708,5.743124961853027,31.46774673461914,0.666667,0.2661762286836061,-29.475479125976562,1
5GRJ,6,14.234721183776855,8.705315589904785,38.29985809326172,0.333333,0.13636975419991842,-26.028339385986328,12
5GRJ,7,16.556842803955078,9.248647689819336,65.41605377197266,0.0,0.014077836275997674,-25.44347381591797,10
5GRJ,8,14.833990097045898,9.904070854187012,39.80048751831055,0.066667,0.04423706225341281,-24.782629013061523,8
5GRJ,9,18.202146530151367,11.618849754333496,46.04294967651367,0.2,0.08311714398979976,-27.26314926147461,6
5GRJ,10,8.089893341064453,6.225728511810303,16.05415916442871,0.0,0.09127124654287229,-30.953330993652344,4
5GRJ,11,17.8109073638916,11.908164978027344,42.60981369018555,0.0,0.017963408615372944,-27.01287269592285,7
5GRJ,12,12.329791069030762,8.161860466003418,32.90250778198242,0.133333,0.07618958426773405,-25.024463653564453,8
5GRJ,13,14.188149452209473,8.627900123596191,43.604156494140625,0.066667,0.0442047945187827,-26.621063232421875,11
5GRJ,14,15.141804695129395,10.61683177947998,33.082115173339844,0.0,0.02716629039098481,-26.79225730895996,7
3BIW,0,28.753421783447266,16.939599990844727,78.99187469482422,0.0,0.0064088646920287045,-45.14276885986328,19
3BIW,1,30.892047882080078,17.597002029418945,77.3133544921875,0.0,0.006385558634033076,-42.10343551635742,15
3BIW,2,30.686851501464844,17.076128005981445,77.79228973388672,0.0,0.006485058715088754,-41.67634582519531,13
3BIW,3,27.000625610351562,17.3319091796875,76.09770202636719,0.0,0.0065857540416540405,-52.27155685424805,1
3BIW,4,20.678897857666016,17.64419937133789,69.36075592041016,0.0,0.00732373860548284,-49.8178596496582,10
3BIW,5,29.595815658569336,17.70355224609375,79.30355072021484,0.0,0.0061618426805593205,-44.79492950439453,8
3BIW,6,30.677555084228516,16.702707290649414,76.16229248046875,0.0,0.00676757752821121,-41.50864791870117,15
3BIW,7,27.889558792114258,16.45877456665039,76.46389770507812,0.0,0.0068146652460839745,-43.04948806762695,16
3BIW,8,29.531251907348633,18.13945960998535,76.88199615478516,0.0,0.006289110045615348,-43.001163482666016,12
3BIW,9,19.815086364746094,19.543363571166992,59.31809997558594,0.0,0.00865893588406325,-44.158531188964844,23
3BIW,10,22.429758071899414,9.5840425491333,51.77840042114258,0.0,0.016717145887324553,-25.72443199157715,115
3BIW,11,28.2403621673584,17.37343406677246,76.54329681396484,0.0,0.006526904980311179,-49.25188446044922,4
3BIW,12,29.338573455810547,17.14000129699707,77.31294250488281,0.0,0.006514548282812384,-44.08600616455078,17
3BIW,13,29.348508834838867,16.45684814453125,77.7666244506836,0.0,0.006681720393000919,-43.34324264526367,21
3BIW,14,23.854127883911133,18.152721405029297,73.96776580810547,0.0,0.006605036189411627,-50.6392822265625,3
3F1P,0,11.606330871582031,10.713262557983398,22.192584991455078,0.0,0.04905236226118056,-43.53778076171875,4
3F1P,1,19.103092193603516,20.353025436401367,54.22003936767578,0.0,0.009796367358230225,-52.491455078125,0
3F1P,2,16.613264083862305,18.39968490600586,42.23931884765625,0.0,0.015173782221251549,-47.69735336303711,0
3F1P,3,17.6431941986084,17.42455291748047,41.08688735961914,0.0,0.016132802175029746,-40.49848937988281,2
3F1P,4,18.394330978393555,18.24983787536621,52.378543853759766,0.0,0.010789802342295922,-42.26781463623047,0
3F1P,5,13.363386154174805,11.258085250854492,20.805194854736328,0.0,0.05349395052227929,-40.864463806152344,5
3F1P,6,16.075008392333984,16.585411071777344,51.81631088256836,0.0,0.011439169628975059,-50.28817367553711,0
3F1P,7,18.07496452331543,19.02251625061035,52.376522064208984,0.0,0.010613525784262218,-49.12530517578125,0
3F1P,8,17.94096565246582,19.30906105041504,46.70140075683594,0.0,0.012687687255340136,-51.901466369628906,0
3F1P,9,15.865757942199707,16.104354858398438,51.5079460144043,0.0,0.011703857406459447,-53.04936218261719,0
3F1P,10,8.96275520324707,7.789124965667725,14.981142044067383,0.0,0.09309467334437405,-42.07699203491211,2
3F1P,11,13.561306953430176,12.110105514526367,20.882675170898438,0.0,0.05241356930838174,-40.468727111816406,11
3F1P,12,17.267610549926758,18.251426696777344,52.994937896728516,0.0,0.010596569657292984,-48.56148147583008,0
3F1P,13,15.34775447845459,14.546595573425293,38.17441177368164,0.0,0.019252593499076022,-45.62882614135742,0
3F1P,14,18.090137481689453,18.68489646911621,52.353824615478516,0.0,0.010695384133043903,-47.97182846069336,0
3G6D,0,8.517868995666504,9.679278373718262,19.78939437866211,0.0,0.05973578097483776,-32.22043228149414,4
3G6D,1,9.100341796875,10.452779769897461,21.565324783325195,0.0,0.051547593625719694,-30.559709548950195,5
3G6D,2,9.776543617248535,12.759530067443848,22.919105529785156,0.0,0.044848369407720134,-42.04743957519531,0
3G6D,3,16.036714553833008,17.71064567565918,43.18794250488281,0.0,0.014804480226498709,-32.013031005859375,7
3G6D,4,8.375175476074219,9.817153930664062,19.81226348876953,0.0,0.059421546269343324,-37.2669792175293,1
3G6D,5,7.629587650299072,11.572937965393066,18.110042572021484,0.0,0.0656819890211605,-48.42015838623047,0
3G6D,6,16.641748428344727,13.27194595336914,44.921871185302734,0.0,0.01572605262231838,-33.07137680053711,3
3G6D,7,8.601025581359863,10.167303085327148,20.671100616455078,0.0,0.05531125153822303,-42.780635833740234,1
3G6D,8,8.674757957458496,10.19735336303711,20.25227165222168,0.0,0.05698327743698955,-37.266822814941406,1
3G6D,9,10.28087043762207,12.249425888061523,25.95949935913086,0.0,0.03720153046397842,-26.359676361083984,8
3G6D,10,10.89810562133789,12.391739845275879,25.28786277770996,0.0,0.038651630841567676,-25.67167854309082,24
3G6D,11,10.113353729248047,12.270978927612305,23.537303924560547,0.0,0.043363645595155265,-38.66645050048828,0
3G6D,12,9.622517585754395,14.503828048706055,22.649349212646484,0.0,0.044678564950516635,-42.58918380737305,1
3G6D,13,8.619474411010742,10.22493839263916,19.88024139404297,0.0,0.058540530576368745,-39.2245979309082,0
3G6D,14,9.915507316589355,11.623480796813965,23.317005157470703,0.0,0.04456088177441924,-34.871185302734375,2
5X0T,0,4.537964344024658,6.18255090713501,12.710267066955566,0.0,0.12153832155459399,-39.256465911865234,0
5X0T,1,7.983401775360107,10.951668739318848,20.689163208007812,0.0,0.05427663398472999,-34.44358825683594,0
5X0T,2,9.65125560760498,10.875874519348145,27.820606231689453,0.0,0.034681630998431225,-32.43276596069336,0
5X0T,3,5.174937725067139,7.2465925216674805,14.326298713684082,0.0,0.10048438017975846,-35.30436325073242,0
5X0T,4,5.494375705718994,7.428130626678467,14.90488052368164,0.0,0.094863313152452,-42.62881851196289,0
5X0T,5,8.240755081176758,11.531879425048828,22.025272369384766,0.0,0.0487553843159862,-37.7850456237793,0
5X0T,6,8.501947402954102,11.957921028137207,21.92774200439453,0.0,0.04870815744076651,-45.0269660949707,0
5X0T,7,4.871378421783447,6.435304641723633,13.148904800415039,0.0,0.11541865648024113,-38.08230209350586,0
5X0T,8,8.057941436767578,10.480406761169434,22.021263122558594,0.0,0.049914262365789476,-30.290010452270508,1
5X0T,9,4.43323278427124,5.8703203201293945,12.317730903625488,0.0,0.12795619694596314,-42.73276138305664,0
5X0T,10,8.483375549316406,11.75384521484375,22.42588233947754,0.0,0.047213434921330184,-32.148338317871094,1
5X0T,11,10.97616195678711,14.963469505310059,34.873409271240234,0.0,0.0220086707045264,-30.109609603881836,0
5X0T,12,5.753843784332275,7.817511558532715,15.670260429382324,0.0,0.08761619976540462,-42.282135009765625,0
5X0T,13,9.17204761505127,11.173821449279785,24.85838508605957,0.4,0.17412780796717112,-29.05255699157715,2
5X0T,14,8.237417221069336,11.206175804138184,21.547521591186523,0.0,0.050753136820217766,-35.31028747558594,0
5WUX,0,25.96493911743164,20.56941032409668,49.89713668823242,0.0,0.011163553785322201,-34.32320785522461,12
5WUX,1,15.779623031616211,16.303462982177734,27.837636947631836,0.0,0.03122546609930985,-29.688735961914062,26
5WUX,2,21.042661666870117,20.58629608154297,49.79506301879883,0.0,0.011198163766044591,-33.91535186767578,10
5WUX,3,27.64572525024414,21.353050231933594,64.26407623291016,0.0,0.007368062006827391,-31.457067489624023,18
5WUX,4,27.567445755004883,20.3703556060791,55.091552734375,0.0,0.009548186048427101,-38.037601470947266,20
5WUX,5,22.660184860229492,21.12347984313965,33.82665252685547,0.0,0.021469777861447357,-28.276634216308594,14
5WUX,6,24.705337524414062,20.217275619506836,46.456783294677734,0.0,0.012622233571305999,-29.210596084594727,13
5WUX,7,19.621723175048828,16.026111602783203,44.838382720947266,0.0,0.01445813447157046,-33.0032958984375,12
5WUX,8,27.725902557373047,22.3297061920166,63.33729934692383,0.0,0.007394600681637345,-30.822938919067383,14
5WUX,9,22.890701293945312,19.76666259765625,33.09051513671875,0.0,0.022541393676465155,-31.503198623657227,9
5WUX,10,16.739078521728516,13.681507110595703,29.151981353759766,0.1,0.06341076214391235,-37.34374237060547,3
5WUX,11,26.3631649017334,20.81793212890625,51.14369583129883,0.0,0.0106814342879396,-35.42387390136719,13
5WUX,12,24.47127342224121,20.98120880126953,61.121761322021484,0.0,0.00801927013559289,-35.23749923706055,23
5WUX,13,29.783180236816406,24.359424591064453,66.55455780029297,0.0,0.006608928145393375,-36.83176040649414,19
5WUX,14,28.89922332763672,32.31902313232422,71.78142547607422,0.0,0.005325896789257569,-38.395870208740234,8
3RVW,0,13.831269264221191,13.267074584960938,28.217973709106445,0.0,0.03193688660597568,-24.52901840209961,4
3RVW,1,17.078510284423828,12.542640686035156,36.07304000854492,0.0,0.02223429370932431,-22.19786262512207,25
3RVW,2,24.042268753051758,18.45016860961914,54.95512008666992,0.0,0.009976890353208796,-28.188533782958984,21
3RVW,3,16.72176742553711,15.255377769470215,33.66263961791992,0.0,0.02317095809050804,-27.298982620239258,6
3RVW,4,17.850181579589844,13.786559104919434,41.314937591552734,0.0,0.017436009849137696,-26.621841430664062,12
3RVW,5,25.034286499023438,20.012832641601562,60.40302658081055,0.0,0.008334799898215171,-28.20209312438965,12
3RVW,6,14.255680084228516,14.38200569152832,28.335886001586914,0.0,0.03110532280174048,-24.605558395385742,3
3RVW,7,11.149300575256348,11.057523727416992,24.315279006958008,0.0,0.04232153941173325,-29.160114288330078,1
3RVW,8,14.842166900634766,13.731650352478027,30.3973445892334,0.0,0.028104669010218426,-39.45488357543945,0
3RVW,9,15.273728370666504,14.371448516845703,34.04789733886719,0.0,0.02314810031718664,-24.32935905456543,3
3RVW,10,29.23659896850586,14.603499412536621,60.994483947753906,0.0,0.009830205128369487,-22.376476287841797,87
3RVW,11,16.092405319213867,14.638174057006836,31.775005340576172,0.0,0.02572398639690658,-25.936017990112305,6
3RVW,12,33.186073303222656,29.150127410888672,92.15789031982422,0.0,0.003692026259265202,-29.88722038269043,16
3RVW,13,15.729783058166504,11.204373359680176,28.993106842041016,0.0,0.032251664156897356,-23.196758270263672,20
3RVW,14,14.524794578552246,13.158390998840332,31.209489822387695,0.0,0.02729411319391983,-36.46090316772461,0
1IB1,0,9.172744750976562,10.451004028320312,18.760536193847656,0.0,0.06350055886294567,-34.45333480834961,0
1IB1,1,19.02855110168457,17.4894962310791,46.44513702392578,0.0,0.013236621931745282,-33.81209945678711,3
1IB1,2,5.212578296661377,4.650267601013184,11.981428146362305,0.230769,0.2199344851086774,-31.507421493530273,12
1IB1,3,9.150012016296387,10.44880485534668,18.612661361694336,0.0,0.06425272622627597,-40.46925735473633,0
1IB1,4,16.817153930664062,18.643720626831055,39.64645767211914,0.0,0.01679226077687368,-31.103857040405273,6
1IB1,5,15.709342956542969,16.21600341796875,39.34361267089844,0.0,0.01769265738474345,-31.31330108642578,4
1IB1,6,12.28375244140625,13.43249225616455,29.74880027770996,0.0,0.029264606899577467,-27.539119720458984,6
1IB1,7,13.142455101013184,16.281169891357422,29.614042282104492,0.0,0.02817669210344445,-29.46863555908203,10
1IB1,8,15.608972549438477,18.319345474243164,38.787017822265625,0.0,0.017494616081798628,-29.121973037719727,19
1IB1,9,14.621931076049805,15.815671920776367,32.874244689941406,0.0,0.023859801183767983,-29.627683639526367,6
1IB1,10,7.829365253448486,10.27953052520752,16.11354637145996,0.0,0.07951248176275956,-33.140480041503906,3
1IB1,11,17.767980575561523,19.629297256469727,40.97239685058594,0.0,0.015689332708291082,-33.778446197509766,1
1IB1,12,13.8001127243042,14.495227813720703,33.87042999267578,0.0,0.02328095438625934,-30.155723571777344,5
1IB1,13,24.787368774414062,24.261362075805664,61.224586486816406,0.0,0.007572710762575351,-32.59672927856445,1
1IB1,14,12.977783203125,13.853554725646973,34.21194839477539,0.0,0.023242304524867308,-29.630529403686523,7
3MXW,0,13.352683067321777,12.109641075134277,32.812171936035156,0.0,0.02599944775251152,-29.580238342285156,16
3MXW,1,11.72005558013916,11.898360252380371,25.62750244140625,0.0,0.038250083399886496,-21.962678909301758,51
3MXW,2,11.955246925354004,14.576444625854492,26.31083106994629,0.0,0.03499454242915719,-33.67315673828125,2
3MXW,3,11.328523635864258,11.109299659729004,25.94988250732422,0.0,0.038266773747763196,-28.874736785888672,12
3MXW,4,11.128011703491211,13.367073059082031,25.83308982849121,0.0,0.0367079918454051,-28.364086151123047,8
3MXW,5,12.485867500305176,14.85645580291748,27.321008682250977,0.0,0.032780770809062144,-30.057640075683594,5
3MXW,6,16.76224708557129,15.372364044189453,38.80445861816406,0.0,0.018405455444735888,-30.49606704711914,12
3MXW,7,12.508841514587402,14.890666961669922,27.417156219482422,0.0,0.03257758766326413,-29.37107276916504,3
3MXW,8,11.253599166870117,13.667444229125977,25.735559463500977,0.0,0.036752889074096205,-29.160329818725586,6
3MXW,9,11.78673267364502,12.227938652038574,27.685327529907227,0.0,0.033655745404840315,-29.116945266723633,3
3MXW,10,10.891559600830078,11.49829387664795,26.43596076965332,0.0,0.03680986800236786,-32.18048858642578,2
3MXW,11,11.31674575805664,10.586288452148438,26.771543502807617,0.0,0.03708576337435946,-27.08991813659668,9
3MXW,12,11.068867683410645,10.855862617492676,25.984033584594727,0.0,0.03846676341561194,-29.031875610351562,7
3MXW,13,17.032169342041016,14.889730453491211,42.84230041503906,0.0,0.01597309389375319,-34.53487014770508,6
3MXW,14,12.051223754882812,11.668075561523438,28.32281494140625,0.0,0.03296100344052485,-26.99613380432129,5
3U7Y,0,18.944725036621094,21.314510345458984,40.61164855957031,0.0,0.015632007973654927,-14.867520332336426,10
3U7Y,1,30.046266555786133,27.809314727783203,74.38648986816406,0.0,0.005263282374420222,-25.963869094848633,10
3U7Y,2,20.071237564086914,21.90420150756836,42.67588806152344,0.0,0.014274950016835639,-14.23221492767334,8
3U7Y,3,20.794248580932617,17.039920806884766,38.005271911621094,0.0,0.018442436394982203,-27.835792541503906,0
3U7Y,4,30.612186431884766,21.12289810180664,67.60556030273438,0.0,0.006859799712632522,-26.986600875854492,36
3U7Y,5,24.724742889404297,19.889741897583008,56.029293060302734,0.0,0.009384141732672633,-18.79071807861328,40
3U7Y,6,21.093069076538086,18.05104637145996,38.77735137939453,0.0,0.017567908951794175,-16.18622398376465,36
3U7Y,7,17.191911697387695,12.60619068145752,32.50873947143555,0.0,0.025983860171145286,-23.181747436523438,5
3U7Y,8,29.614694595336914,23.624128341674805,67.73480224609375,0.0,0.006506266750185491,-27.431804656982422,15
3U7Y,9,29.55830192565918,23.96187973022461,66.39856719970703,0.0,0.006675651509619604,-28.024066925048828,36
3U7Y,10,24.307767868041992,14.422119140625,52.92082214355469,0.0,0.011950265526223287,-28.63957405090332,59
3U7Y,11,30.060672760009766,27.85633659362793,75.41627502441406,0.0,0.005144963555654609,-23.247859954833984,27
3U7Y,12,18.33355140686035,12.971528053283691,33.25461959838867,0.0,0.024840733252083243,-21.8738956451416,5
3U7Y,13,23.751163482666016,22.135358810424805,49.17981719970703,0.0,0.011192205804128481,-15.730928421020508,9
3U7Y,14,27.092382431030273,20.338533401489258,60.991905212402344,0.0,0.00815394273607624,-24.188108444213867,29
1S78,0,25.499208450317383,19.220157623291016,62.9403190612793,0.0,0.007988430835282724,-8.181571006774902,52
1S78,1,19.70762062072754,13.29904842376709,40.72893524169922,0.0,0.018099448129976995,-19.995969772338867,1
1S78,2,17.781211853027344,16.264892578125,52.429134368896484,0.0,0.011348096590347417,-13.014449119567871,16
1S78,3,20.954532623291016,15.731987953186035,43.16632080078125,0.0,0.015445487310308,-18.15618896484375,12
1S78,4,16.315156936645508,13.949774742126465,58.49677658081055,0.0,0.010702607045113522,-14.992010116577148,31
1S78,5,15.289873123168945,11.711690902709961,59.41482925415039,0.375,0.1370650820015533,-16.178651809692383,3
1S78,6,24.29020118713379,19.240036010742188,58.5250358581543,0.0,0.00889981576462592,-13.3931884765625,56
1S78,7,18.91191291809082,13.490060806274414,45.794517517089844,0.0,0.015172401798911883,-21.0225772857666,18
1S78,8,20.10536003112793,16.208040237426758,54.958885192871094,0.0,0.010617798229349653,-14.883034706115723,24
1S78,9,15.94237232208252,14.442787170410156,49.99942398071289,0.0,0.012920090110645446,-10.94471549987793,8
1S78,10,16.41798210144043,12.607061386108398,54.2919921875,0.375,0.13762790780684,-19.116344451904297,1
1S78,11,15.508167266845703,19.060056686401367,38.588008880615234,0.0,0.017477116541828354,-12.028596878051758,11
1S78,12,17.15525245666504,13.181197166442871,55.97954177856445,0.0,0.011773562500927218,-14.125737190246582,41
1S78,13,22.190685272216797,13.030774116516113,50.27043533325195,0.0,0.013624248077879743,-13.591801643371582,40
1S78,14,29.26027488708496,26.678956985473633,70.58489227294922,0.0,0.005815148295602867,-24.542593002319336,7
1OYV,0,5.810248374938965,6.453969955444336,14.2235689163208,0.0,0.10479896293518343,-37.20292282104492,3
1OYV,1,14.446782112121582,13.646781921386719,29.023643493652344,0.0,0.030310567925145693,-47.38732147216797,0
1OYV,2,10.896745681762695,10.500662803649902,24.222126007080078,0.027027,0.0522222538944628,-37.20448303222656,2
1OYV,3,7.066745281219482,7.467872142791748,15.456570625305176,0.0,0.09032642659785932,-42.70782470703125,5
1OYV,4,8.344053268432617,8.834585189819336,26.785795211791992,0.0,0.03983568725205756,-41.887184143066406,2
1OYV,5,13.967570304870605,12.607094764709473,29.3377685546875,0.0,0.03046697226622708,-55.74134063720703,0
1OYV,6,9.506096839904785,9.347858428955078,20.870317459106445,0.0,0.05579243113091676,-47.71684265136719,0
1OYV,7,3.682371139526367,4.638633728027344,10.133748054504395,0.108108,0.20525646711590664,-41.56755065917969,2
1OYV,8,8.553914070129395,7.922905921936035,18.9759521484375,0.0,0.06723951245383376,-39.852603912353516,6
1OYV,9,12.781874656677246,11.950810432434082,26.599437713623047,0.0,0.036054627364376264,-42.42206573486328,3
1OYV,10,8.697555541992188,8.083403587341309,24.61214828491211,0.0,0.04661681366398041,-43.033138275146484,3
