id,File_Name,energy,DockQ,num_clashes
T026.1,T026.1_T26_U39.M37,-61.17705535888672,0.2813000082969665,0.0
T026.1,T026.1_T26_U39.M38,-59.588958740234375,0.2189999967813491,0.0
T026.1,T026.1_T26_U39.M39,-56.40431594848633,0.2646999955177307,0.0
T026.1,T026.1_T26_U39.M40,-57.44462203979492,0.6241999864578247,0.0
T026.1,T026.1_T26_U39.M41,-55.25917053222656,0.153899997472763,0.0
T026.1,T026.1_T26_U39.M42,-52.05561447143555,0.2599999904632568,0.0
T026.1,T026.1_T26_U39.M43,-58.85588455200195,0.3402000069618225,0.0
T026.1,T026.1_T26_U39.M44,-59.78684616088867,0.6442000269889832,0.0
T026.1,T026.1_T26_U39.M45,-55.71710205078125,0.4460999965667724,0.0
T026.1,T026.1_T26_U39.M46,-55.355010986328125,0.2335000038146972,0.0
T026.1,T026.1_T26_U39.M47,-54.09859848022461,0.4485000073909759,0.0
T026.1,T026.1_T26_U39.M48,-56.75486755371094,0.2334000021219253,0.0
T026.1,T026.1_T26_U39.M49,-59.55265808105469,0.2251999974250793,0.0
T026.1,T026.1_T26_U39.M50,-58.09587860107422,0.1960999965667724,0.0
T026.1,T026.1_T26_U39.M51,-52.36494064331055,0.1805000007152557,0.0
T026.1,T026.1_T26_U39.M52,-55.25699996948242,0.2285999953746795,0.0
T026.1,T026.1_T26_U39.M53,-52.42414474487305,0.3151000142097473,0.0
T026.1,T026.1_T26_U39.M54,-54.22004318237305,0.1861999928951263,0.0
T026.1,T026.1_T26_U39.M55,-57.8159065246582,0.1659999936819076,0.0
T026.1,T026.1_T26_U39.M56,-59.74737548828125,0.193800002336502,0.0
T026.1,T026.1_T26_U39.M57,-59.86810302734375,0.1693000048398971,0.0
T026.1,T026.1_T26_U39.M58,-53.23197555541992,0.1372999995946884,0.0
T026.1,T026.1_T26_U39.M59,-55.183990478515625,0.1523000001907348,0.0
T026.1,T026.1_T26_U39.M60,-53.41818237304688,0.2976000010967254,0.0
T026.1,T026.1_T26_U39.M61,-43.87791061401367,0.2020999938249588,0.0
T026.1,T026.1_T26_U39.M62,-55.42028045654297,0.2522999942302704,0.0
T026.1,T026.1_T26_U39.M63,-58.05318832397461,0.1726000010967254,0.0
T026.1,T026.1_T26_U39.M64,-61.669227600097656,0.1890999972820282,0.0
T026.1,T026.1_T26_U39.M65,-54.79595184326172,0.1768999993801117,0.0
T026.1,T026.1_T26_U39.M66,-57.9918212890625,0.2064999938011169,0.0
T026.1,T026.1_T26_U39.M67,-55.89423751831055,0.1796000003814697,0.0
T029.1,T029.1_T29_U01.M01,-49.32112503051758,0.0344999991357326,0.0
T029.1,T029.1_T29_U01.M02,-44.66894912719727,0.0060999998822808,0.0
T029.1,T029.1_T29_U01.M03,-46.78808975219727,0.0093000000342726,0.0
T029.1,T029.1_T29_U01.M04,-33.35160446166992,0.0059000002220273,0.0
T029.1,T029.1_T29_U01.M05,-50.0592041015625,0.034400001168251,0.0
T029.1,T029.1_T29_U01.M06,-40.105430603027344,0.0046000001020729,0.0
T029.1,T029.1_T29_U01.M07,-40.86569213867188,0.0293000005185604,0.0
T029.1,T029.1_T29_U01.M08,-50.46807861328125,0.033500000834465,0.0
T029.1,T029.1_T29_U01.M09,-49.2818717956543,0.0071000000461936,0.0
T029.1,T029.1_T29_U01.M10,-45.93772888183594,0.006000000052154,0.0
T029.1,T029.1_T29_U01.M100,-43.57270050048828,0.0080000003799796,0.0
T029.1,T029.1_T29_U01.M11,-44.71004867553711,0.0065000001341104,0.0
T029.1,T029.1_T29_U01.M12,-44.18486785888672,0.0357999987900257,0.0
T029.1,T029.1_T29_U01.M13,-49.64253616333008,0.0368999987840652,0.0
T029.1,T029.1_T29_U01.M14,-41.08220672607422,0.0263999998569488,0.0
T029.1,T029.1_T29_U01.M15,-48.84060287475586,0.0114000001922249,0.0
T029.1,T029.1_T29_U01.M16,-49.99388885498047,0.0874999985098838,0.0
T029.1,T029.1_T29_U01.M17,-42.160736083984375,0.1289999932050705,0.0
T029.1,T029.1_T29_U01.M18,-44.930850982666016,0.3129999935626983,0.0
T029.1,T029.1_T29_U01.M19,-42.14451599121094,0.0151000004261732,0.0
T029.1,T029.1_T29_U01.M20,-50.97275924682617,0.0716999992728233,0.0
T029.1,T029.1_T29_U01.M21,-40.61565017700195,0.0901999995112419,0.0
T029.1,T029.1_T29_U01.M22,-44.76853561401367,0.0456999987363815,0.0
T029.1,T029.1_T29_U01.M23,-47.64659118652344,0.0399999991059303,0.0
T029.1,T029.1_T29_U01.M24,-44.48469543457031,0.0065000001341104,0.0
T029.1,T029.1_T29_U01.M25,-47.51839447021485,0.0511999987065792,0.0
T029.1,T029.1_T29_U01.M26,-44.87685394287109,0.0109999999403953,0.0
T029.1,T029.1_T29_U01.M27,-47.13290786743164,0.4180000126361847,0.0
T029.1,T029.1_T29_U01.M28,-45.47126007080078,0.0471000000834465,0.0
T029.1,T029.1_T29_U01.M29,-45.350223541259766,0.1178999990224838,0.0
T029.1,T029.1_T29_U01.M30,-48.75102233886719,0.0077999997884035,0.0
T029.1,T029.1_T29_U01.M31,-50.42372512817383,0.0165999997407197,0.0
T029.1,T029.1_T29_U01.M32,-44.43817901611328,0.0377000011503696,0.0
T029.1,T029.1_T29_U01.M33,-47.17874526977539,0.0428000018000602,0.0
T029.1,T029.1_T29_U01.M34,-52.66869735717773,0.0217000003904104,0.0
T029.1,T029.1_T29_U01.M35,-47.21026992797852,0.0285999998450279,0.0
T029.1,T029.1_T29_U01.M36,-45.344482421875,0.0668999999761581,0.0
T029.1,T029.1_T29_U01.M37,-40.03466796875,0.0041999998502433,1.0
T029.1,T029.1_T29_U01.M38,-50.49848175048828,0.0194000005722045,0.0
T029.1,T029.1_T29_U01.M39,-49.2629508972168,0.0597999989986419,0.0
T029.1,T029.1_T29_U01.M40,-48.37866973876953,0.0762000009417533,0.0
T029.1,T029.1_T29_U01.M41,-51.15233612060547,0.0232999995350837,0.0
T029.1,T029.1_T29_U01.M42,-46.65457534790039,0.0388999991118907,0.0
T029.1,T029.1_T29_U01.M43,-45.96307373046875,0.0054999999701976,0.0
T029.1,T029.1_T29_U01.M44,-49.72038269042969,0.0116999996826052,0.0
T029.1,T029.1_T29_U01.M45,-44.58895492553711,0.061999998986721,0.0
T029.1,T029.1_T29_U01.M46,-44.13801956176758,0.032600000500679,0.0
T029.1,T029.1_T29_U01.M47,-49.867454528808594,0.0296000000089406,0.0
T029.1,T029.1_T29_U01.M48,-48.76722717285156,0.0494999997317791,0.0
T029.1,T029.1_T29_U01.M49,-46.95234680175781,0.0057000000961124,0.0
T029.1,T029.1_T29_U01.M50,-49.742000579833984,0.0052999998442828,0.0
T029.1,T029.1_T29_U01.M51,-49.93704605102539,0.0357000008225441,0.0
T029.1,T029.1_T29_U01.M52,-51.104042053222656,0.0261000003665685,0.0
T029.1,T029.1_T29_U01.M53,-43.01398849487305,0.0326999984681606,0.0
T029.1,T029.1_T29_U01.M54,-44.73478317260742,0.006000000052154,0.0
T029.1,T029.1_T29_U01.M55,-47.66977310180664,0.0412999987602233,0.0
T029.1,T029.1_T29_U01.M56,-52.3074836730957,0.033900000154972,0.0
T029.1,T029.1_T29_U01.M57,-50.717994689941406,0.0684999972581863,0.0
T029.1,T029.1_T29_U01.M58,-48.6190185546875,0.0156999994069337,0.0
T029.1,T029.1_T29_U01.M59,-53.46953201293945,0.0285999998450279,0.0
T029.1,T029.1_T29_U01.M60,-48.931617736816406,0.0759000033140182,0.0
T029.1,T029.1_T29_U01.M61,-48.260536193847656,0.1645999997854232,0.0
T029.1,T029.1_T29_U01.M62,-50.01606369018555,0.0706000030040741,0.0
T029.1,T029.1_T29_U01.M63,-47.66835784912109,0.0168999992311,0.0
T029.1,T029.1_T29_U01.M64,-39.61255645751953,0.0065999999642372,0.0
T029.1,T029.1_T29_U01.M65,-54.22785568237305,0.0291000008583068,0.0
T029.1,T029.1_T29_U01.M66,-44.05844497680664,0.0063000000081956,0.0
T029.1,T029.1_T29_U01.M67,-38.36479949951172,0.0046000001020729,1.0
T029.1,T029.1_T29_U01.M68,-50.1508674621582,0.006000000052154,0.0
T029.1,T029.1_T29_U01.M69,-45.247066497802734,0.0262000001966953,0.0
T029.1,T029.1_T29_U01.M70,-49.13982391357422,0.0049999998882412,0.0
T029.1,T029.1_T29_U01.M71,-40.236854553222656,0.0065999999642372,0.0
T029.1,T029.1_T29_U01.M72,-48.77382659912109,0.0065000001341104,0.0
T029.1,T029.1_T29_U01.M73,-47.657005310058594,0.0256999991834163,0.0
T029.1,T029.1_T29_U01.M74,-46.19433975219727,0.0401000007987022,0.0
T029.1,T029.1_T29_U01.M75,-52.965576171875,0.0204000007361173,0.0
T029.1,T029.1_T29_U01.M76,-47.924930572509766,0.0439999997615814,0.0
T029.1,T029.1_T29_U01.M77,-54.67970657348633,0.0584999993443489,0.0
T029.1,T029.1_T29_U01.M78,-47.43350601196289,0.0308999996632337,0.0
T029.1,T029.1_T29_U01.M79,-46.47476577758789,0.0305000003427267,0.0
T029.1,T029.1_T29_U01.M80,-47.88365173339844,0.1254000067710876,0.0
T029.1,T029.1_T29_U01.M81,-43.91603088378906,0.0274999998509883,0.0
T029.1,T029.1_T29_U01.M82,-47.99748229980469,0.0555000007152557,0.0
T029.1,T029.1_T29_U01.M83,-47.45277404785156,0.0294000003486871,0.0
T029.1,T029.1_T29_U01.M84,-48.85881805419922,0.0296999998390674,0.0
T029.1,T029.1_T29_U01.M85,-50.90536117553711,0.0516999997198581,0.0
T029.1,T029.1_T29_U01.M86,-33.594120025634766,0.0071000000461936,0.0
T029.1,T029.1_T29_U01.M87,-45.8445930480957,0.0081000002101063,0.0
T029.1,T029.1_T29_U01.M88,-44.4591064453125,0.0060999998822808,0.0
T029.1,T029.1_T29_U01.M89,-44.7117805480957,0.0074999998323619,0.0
T029.1,T029.1_T29_U01.M90,-47.80717468261719,0.0306000001728534,0.0
T029.1,T029.1_T29_U01.M91,-49.64909744262695,0.0315000005066394,0.0
T029.1,T029.1_T29_U01.M92,-41.4981689453125,0.032999999821186,0.0
T029.1,T029.1_T29_U01.M93,-47.47055435180664,0.008899999782443,0.0
T029.1,T029.1_T29_U01.M94,-45.25958633422852,0.031599998474121,0.0
T029.1,T029.1_T29_U01.M95,-46.53134536743164,0.0335999988019466,0.0
T029.1,T029.1_T29_U01.M96,-46.01228332519531,0.0529999993741512,0.0
T029.1,T029.1_T29_U01.M97,-45.72841262817383,0.0405000001192092,0.0
T029.1,T029.1_T29_U01.M98,-49.16057205200195,0.0406999997794628,0.0
T029.1,T029.1_T29_U01.M99,-50.54151153564453,0.0276999995112419,0.0
T029.1,T029.1_T29_U03.M01,-37.84183120727539,0.0044999998062849,0.0
T029.1,T029.1_T29_U03.M02,-41.78261566162109,0.0043000001460313,0.0
T029.1,T029.1_T29_U03.M03,-39.834510803222656,0.006000000052154,0.0
T029.1,T029.1_T29_U03.M04,-42.43930435180664,0.0060999998822808,0.0
T029.1,T029.1_T29_U03.M05,-47.54585266113281,0.0243999995291233,0.0
T029.1,T029.1_T29_U03.M06,-42.39767837524414,0.0138999996706843,0.0
T029.1,T029.1_T29_U03.M07,-41.658145904541016,0.0078999996185302,0.0
T029.1,T029.1_T29_U03.M08,-42.76195526123047,0.0099999997764825,0.0
T029.1,T029.1_T29_U03.M09,-44.28439331054688,0.008899999782443,0.0
T029.1,T029.1_T29_U03.M10,-38.00805282592773,0.0051000001840293,0.0
T029.1,T029.1_T29_U03.M100,-41.69285583496094,0.0043000001460313,0.0
T029.1,T029.1_T29_U03.M11,-40.83422088623047,0.0127999996766448,0.0
T029.1,T029.1_T29_U03.M12,-40.72216796875,0.0043999999761581,0.0
T029.1,T029.1_T29_U03.M13,-38.97076034545898,0.0212999992072582,1.0
T029.1,T029.1_T29_U03.M14,-47.99929428100586,0.0057000000961124,0.0
T029.1,T029.1_T29_U03.M15,-40.05437469482422,0.0060999998822808,0.0
T029.1,T029.1_T29_U03.M16,-36.31230545043945,0.0052000000141561,0.0
T029.1,T029.1_T29_U03.M17,-40.53099060058594,0.0068999999202787,0.0
T029.1,T029.1_T29_U03.M18,-39.49324798583984,0.0059000002220273,0.0
T029.1,T029.1_T29_U03.M19,-49.4721908569336,0.0099999997764825,0.0
T029.1,T029.1_T29_U03.M20,-45.543983459472656,0.0082999998703598,0.0
T029.1,T029.1_T29_U03.M21,-39.5669059753418,0.0080000003799796,0.0
T029.1,T029.1_T29_U03.M22,-37.658912658691406,0.0049999998882412,0.0
T029.1,T029.1_T29_U03.M23,-48.272762298583984,0.0082999998703598,0.0
T029.1,T029.1_T29_U03.M24,-45.44530487060547,0.0131000000983476,1.0
T029.1,T029.1_T29_U03.M25,-46.73400115966797,0.0120999999344348,0.0
T029.1,T029.1_T29_U03.M26,-43.12706756591797,0.0046000001020729,0.0
T029.1,T029.1_T29_U03.M27,-38.8704948425293,0.0043999999761581,0.0
T029.1,T029.1_T29_U03.M28,-50.41438293457031,0.008899999782443,0.0
T029.1,T029.1_T29_U03.M29,-48.51823043823242,0.0057999999262392,0.0
T029.1,T029.1_T29_U03.M30,-45.28066635131836,0.0103000001981854,0.0
T029.1,T029.1_T29_U03.M31,-43.37880706787109,0.0285999998450279,0.0
T029.1,T029.1_T29_U03.M32,-37.62175369262695,0.0232999995350837,1.0
T029.1,T029.1_T29_U03.M33,-47.16825485229492,0.0044999998062849,0.0
T029.1,T029.1_T29_U03.M34,-41.94190216064453,0.0044999998062849,0.0
T029.1,T029.1_T29_U03.M35,-41.103797912597656,0.0051000001840293,0.0
T029.1,T029.1_T29_U03.M36,-47.94465255737305,0.0066999997943639,0.0
T029.1,T029.1_T29_U03.M37,-34.856632232666016,0.0044999998062849,0.0
T029.1,T029.1_T29_U03.M38,-43.21406936645508,0.0081000002101063,0.0
T029.1,T029.1_T29_U03.M39,-42.57818222045898,0.0057000000961124,0.0
T029.1,T029.1_T29_U03.M40,-37.700008392333984,0.0065999999642372,0.0
T029.1,T029.1_T29_U03.M41,-42.25651550292969,0.0076999999582767,0.0
T029.1,T029.1_T29_U03.M42,-50.81126022338867,0.036200001835823,0.0
T029.1,T029.1_T29_U03.M43,-42.833377838134766,0.0258000008761882,0.0
T029.1,T029.1_T29_U03.M44,-37.28940582275391,0.0041999998502433,0.0
T029.1,T029.1_T29_U03.M45,-43.779178619384766,0.0046000001020729,0.0
T029.1,T029.1_T29_U03.M46,-45.2613410949707,0.0054000001400709,0.0
T029.1,T029.1_T29_U03.M47,-45.96909713745117,0.0737000033259391,0.0
T029.1,T029.1_T29_U03.M48,-46.590938568115234,0.0041999998502433,0.0
T029.1,T029.1_T29_U03.M49,-42.20582962036133,0.0049999998882412,0.0
T029.1,T029.1_T29_U03.M50,-41.40680313110352,0.0111999996006488,0.0
T029.1,T029.1_T29_U03.M51,-39.92387771606445,0.0043000001460313,0.0
T029.1,T029.1_T29_U03.M52,-45.09247970581055,0.006000000052154,0.0
T029.1,T029.1_T29_U03.M53,-38.25600051879883,0.0054000001400709,1.0
T029.1,T029.1_T29_U03.M54,-38.11140441894531,0.0081000002101063,0.0
T029.1,T029.1_T29_U03.M55,-46.858768463134766,0.0081000002101063,0.0
T029.1,T029.1_T29_U03.M56,-45.72941589355469,0.0080000003799796,0.0
T029.1,T029.1_T29_U03.M57,-45.59264755249024,0.0082999998703598,0.0
T029.1,T029.1_T29_U03.M58,-35.743648529052734,0.0038999998942017,0.0
T029.1,T029.1_T29_U03.M59,-36.41227340698242,0.0054999999701976,1.0
T029.1,T029.1_T29_U03.M60,-43.331642150878906,0.0073000001721084,0.0
T029.1,T029.1_T29_U03.M61,-42.61377334594727,0.0054000001400709,0.0
T029.1,T029.1_T29_U03.M62,-41.58518600463867,0.0054000001400709,0.0
T029.1,T029.1_T29_U03.M63,-52.87449264526367,0.0065000001341104,0.0
T029.1,T029.1_T29_U03.M64,-46.482177734375,0.0054000001400709,0.0
T029.1,T029.1_T29_U03.M65,-51.00640869140625,0.0089999996125698,0.0
T029.1,T029.1_T29_U03.M66,-50.52463912963867,0.0096000004559755,0.0
T029.1,T029.1_T29_U03.M67,-46.070255279541016,0.006000000052154,0.0
T029.1,T029.1_T29_U03.M68,-46.909912109375,0.0055999998003244,0.0
T029.1,T029.1_T29_U03.M69,-44.28204727172852,0.0122999995946884,0.0
T029.1,T029.1_T29_U03.M70,-39.32944488525391,0.0068999999202787,0.0
T029.1,T029.1_T29_U03.M71,-42.777774810791016,0.0059000002220273,0.0
T029.1,T029.1_T29_U03.M72,-48.76788330078125,0.0063999998383224,0.0
T029.1,T029.1_T29_U03.M73,-35.64986801147461,0.0046000001020729,0.0
